word,word_detected,onset,offset,story_audio,PoS
have,have,2448.699999,2448.829999,21styear,VB
made,made,2448.83,2449.08,21styear,VBN
it,it,2449.09,2449.17,21styear,PRP
without,without,2449.17,2449.5,21styear,IN
Clara,clara,2449.5,2449.9,21styear,NNP
today,today,2449.9,2450.52,21styear,NN
Gary's,<unk>,2451.07,2451.23,21styear,NNP
mom,mom,2451.23,2451.58,21styear,NN
cuts,cuts,2451.58,2451.82,21styear,VBZ
a,a,2451.82,2451.88,21styear,DT
thick,thick,2451.88,2452.12,21styear,JJ
slice,slice,2452.12,2452.49,21styear,NN
of,of,2452.49,2452.63,21styear,IN
coffee,coffee,2452.63,2453.01,21styear,NN
cake,cake,2453.01,2453.5,21styear,NN
Even,even,2453.92,2454.2000000000003,21styear,RB
in,in,2454.2,2454.32,21styear,IN
deep,deep,2454.32,2454.5800000000004,21styear,JJ
grief,grief,2454.59,2455.04,21styear,NN
she,she,2455.05,2455.27,21styear,PRP
serves,serves,2455.27,2455.56,21styear,VBZ
tea,tea,2455.56,2455.8,21styear,NN
with,with,2455.8,2455.99,21styear,IN
linen,linen,2455.99,2456.31,21styear,NN
napkins,napkins,2456.309999,2456.789999,21styear,NNS
and,and,2456.79,2456.94,21styear,CC
china,china,2456.94,2457.49,21styear,VB
All,all,2458.05,2458.3300000000004,21styear,DT
around,around,2458.33,2458.7,21styear,IN
Clara,clara,2458.7,2459.08,21styear,NNP
sit,sit,2459.08,2459.26,21styear,VBP
photos,photos,2459.259999,2459.589999,21styear,NNS
of,of,2459.59,2459.74,21styear,IN
Gary,gary,2459.74,2460.32,21styear,NNP
Cards,cards,2460.62,2460.96,21styear,NNP
of,of,2460.96,2461.1,21styear,IN
sympathy,sympathy,2461.099999,2461.819999,21styear,NN
supported,supported,2461.849999,2462.349999,21styear,VBN
on,on,2462.349999,2462.499999,21styear,IN
tables,tables,2462.5,2463.28,21styear,NNS
An,an,2463.599999,2463.779999,21styear,DT
email,email,2463.78,2464.11,21styear,JJ
card,card,2464.109999,2464.479999,21styear,NN
from,from,2464.48,2464.62,21styear,IN
the,the,2464.619999,2464.689999,21styear,DT
graduating,graduating,2464.690001,2465.280001,21styear,VBG
class,class,2465.279999,2465.579999,21styear,NN
of,of,2465.58,2465.69,21styear,IN
UCLA,<unk>,2466.71,2466.7200000000003,21styear,NNP
A,a,2466.9,2466.99,21styear,NNP
bouquet,bouquet,2466.99,2467.41,21styear,NN
of,of,2467.41,2467.54,21styear,IN
white,white,2467.54,2467.77,21styear,JJ
orchids,<unk>,2467.8,2468.3300000000004,21styear,NNS
from,from,2468.38,2468.59,21styear,IN
Jeannie,jeannie,2468.59,2469.03,21styear,NNP
and,and,2469.03,2469.19,21styear,CC
Tommy,tommy,2469.19,2469.76,21styear,NNP
Clara,clara,2470.09,2470.48,21styear,NNP
feels,feels,2470.48,2470.73,21styear,NNS
sick,sick,2470.74,2471.21,21styear,VBP
The,the,2471.86,2471.99,21styear,DT
coffeecake,<unk>,2472.15,2472.59,21styear,NN
rises,rises,2472.59,2473.08,21styear,VBZ
to,to,2473.08,2473.2,21styear,TO
her,her,2473.2,2473.36,21styear,PRP$
throat,throat,2473.36,2473.96,21styear,NN
This,this,2474.4,2474.59,21styear,DT
is,is,2474.59,2474.71,21styear,VBZ
the,the,2474.71,2474.84,21styear,DT
third,third,2474.84,2475.21,21styear,JJ
time,time,2475.21,2475.52,21styear,NN
you've,you've,2475.52,2475.68,21styear,NN
been,been,2475.679999,2475.859999,21styear,VBN
sick,sick,2475.86,2476.11,21styear,JJ
today,today,2476.11,2476.69,21styear,NN
says,says,2476.7,2476.98,21styear,VBZ
Gary's,<unk>,2477.24,2477.4,21styear,NNP
mom,mom,2477.429999,2477.839999,21styear,FW
Your,your,2477.98,2478.16,21styear,PRP$
nerves,nerves,2478.16,2478.56,21styear,NNS
are,are,2478.559999,2478.669999,21styear,VBP
a,a,2478.67,2478.79,21styear,DT
wreck,wreck,2478.79,2479.2,21styear,NN
You,you,2479.349999,2479.479999,21styear,PRP
want,want,2479.48,2479.67,21styear,VBP
some,some,2479.67,2479.87,21styear,DT
of,of,2479.87,2479.97,21styear,IN
my,,,,21styear,PRP$
Xanax,<unk>,2480.11,2480.87,21styear,NN
When,when,2480.87,2480.9,21styear,WRB
she's,she's,2482.119999,2482.279999,21styear,NN
done,done,2482.279999,2482.539999,21styear,VBN
throwing,throwing,2482.549999,2482.949999,21styear,VBG
up,up,2482.949999,2483.289999,21styear,RP
Clara,clara,2483.359999,2483.749999,21styear,NNP
remembers,remembers,2483.76,2484.21,21styear,NNS
to,to,2484.209999,2484.3199990000003,21styear,TO
clean,clean,2484.32,2484.73,21styear,VB
everything,everything,2484.74,2485.18,21styear,NN
well,well,2485.18,2485.67,21styear,RB
underneath,underneath,2485.98,2486.49,21styear,IN
the,the,2486.49,2486.51,21styear,DT
toilet,toilet,2486.57,2487.03,21styear,NN
seat,,,,21styear,NN
always,always,2487.32,2487.65,21styear,RB
check,check,2487.65,2487.9300000000003,21styear,VB
that,that,2487.93,2488.39,21styear,IN
before,before,2488.57,2488.9100000000003,21styear,IN
she,she,2488.91,2489.07,21styear,PRP
settles,settles,2489.07,2489.46,21styear,VBZ
back,back,2489.46,2489.76,21styear,RB
in,in,2489.76,2490.1800000000003,21styear,IN
I,i,2490.59,2490.82,21styear,PRP
know,know,2490.85,2491.3,21styear,VBP
he's,he's,2491.32,2491.53,21styear,RB
not,not,2491.54,2491.83,21styear,RB
dead,dead,2491.85,2492.33,21styear,JJ
Gary's,<unk>,2492.51,2492.9100000000003,21styear,NNP
mother,mother,2492.929999,2493.209999,21styear,NN
says,says,2493.21,2493.74,21styear,VBZ
Someone's,someone's,2494.15,2494.58,21styear,NNP
bound,bound,2494.61,2494.99,21styear,NN
to,to,2494.99,2495.09,21styear,TO
come,come,2495.099999,2495.299999,21styear,VB
forward,forward,2495.3,2495.8,21styear,RB
The,the,2495.96,2496.09,21styear,DT
new,new,2496.09,2496.28,21styear,JJ
flier's,<unk>,2496.29,2496.89,21styear,NN
much,much,2496.889999,2497.249999,21styear,JJ
better,better,2497.259999,2497.809999,21styear,JJR
Clara,clara,2498.13,2498.49,21styear,NNP
feels,feels,2498.49,2498.76,21styear,VBZ
the,the,2498.759999,2498.849999,21styear,DT
stare,stare,2498.849999,2499.279999,21styear,NN
of,of,2499.28,2499.4,21styear,IN
Gary's,<unk>,2499.78,2499.7900000000004,21styear,NNP
father,father,2499.79,2500.17,21styear,NN
rising,rising,2500.17,2500.56,21styear,VBG
up,up,2500.559999,2500.709999,21styear,RP
from,from,2500.709999,2500.849999,21styear,IN
The,the,2500.85,2500.94,21styear,DT
New,new,2500.940001,2501.040001,21styear,NNP
York,york,2501.039999,2501.269999,21styear,NNP
Times,times,2501.289999,2501.989999,21styear,NNP
I,i,2502.18,2502.28,21styear,PRP
really,really,2502.28,2502.5400000000004,21styear,RB
think,think,2502.57,2502.77,21styear,VBP
you,you,2502.77,2502.87,21styear,PRP
should,should,2502.87,2503.03,21styear,MD
make,make,2503.039999,2503.199999,21styear,VB
some,some,2503.2,2503.37,21styear,DT
arrangements,arrangements,2503.37,2503.91,21styear,NNS
and,and,2503.91,2504.08,21styear,CC
stay,stay,2504.08,2504.31,21styear,VB
with,with,2504.31,2504.47,21styear,IN
us,us,2504.47,2504.67,21styear,PRP
for,for,2504.67,2504.84,21styear,IN
a,a,2504.84,2504.9300000000003,21styear,DT
while,while,2504.93,2505.5,21styear,NN
Clara,clara,2505.94,2506.28,21styear,NNP
hugs,hugs,2506.28,2506.52,21styear,VBZ
Gary's,<unk>,2506.52,2506.53,21styear,NNP
mom,mom,2507.09,2507.55,21styear,NN
I,i,2507.96,2508.11,21styear,PRP
can't,can't,2508.11,2508.46,21styear,VBP
give,give,2508.46,2508.66,21styear,VB
up,up,2508.66,2508.9,21styear,RP
yet,yet,2508.9,2509.28,21styear,RB
the,the,2509.41,2509.58,21styear,DT
old,old,2509.58,2509.78,21styear,JJ
woman,woman,2509.78,2510.0800000000004,21styear,NN
whispers,<unk>,2510.08,2510.54,21styear,NNS
If,if,2511.24,2511.45,21styear,IN
you,you,2511.45,2511.61,21styear,PRP
were,were,2511.61,2511.82,21styear,VBD
a,a,2511.82,2511.88,21styear,DT
mother,mother,2511.88,2512.28,21styear,NN
you'd,you'd,2512.28,2512.57,21styear,NN
know,know,2512.57,2513.11,21styear,VBP
If,if,2513.95,2514.16,21styear,IN
you,you,2514.16,2514.33,21styear,PRP
were,were,2514.33,2514.54,21styear,VBD
a,a,2514.54,2514.62,21styear,DT
mother,mother,2514.62,2515.31,21styear,NN
Clara,clara,2515.889999,2516.259999,21styear,NNP
shivers,shivers,2516.259999,2516.929999,21styear,NNS
Clara,clara,2523.239999,2523.389999,21styear,NNP
walks,walks,2523.56,2523.89,21styear,VBD
the,the,2523.89,2524.02,21styear,DT
empty,empty,2524.02,2524.29,21styear,JJ
Walmart,walmart,2524.29,2524.78,21styear,NNP
aisles,aisles,2524.78,2525.51,21styear,VBZ
It's,it's,2525.72,2525.94,21styear,NNP
nine,nine,2525.95,2526.2,21styear,CD
thirty,thirty,2526.2,2526.54,21styear,NN
at,at,2526.54,2526.65,21styear,IN
night,night,2526.65,2527.01,21styear,NN
Halloween,halloween,2527.66,2528.23,21styear,NNP
masks,masks,2528.23,2528.96,21styear,NNS
and,and,2529.0,2529.23,21styear,CC
candy,candy,2529.23,2529.84,21styear,NN
Plastic,plastic,2530.349999,2530.829999,21styear,NNP
lanterns,lanterns,2530.83,2531.47,21styear,NNS
for,for,2531.469999,2531.599999,21styear,IN
the,the,2531.599999,2531.669999,21styear,DT
plastic,plastic,2531.67,2532.15,21styear,NN
dead,dead,2532.179999,2532.699999,21styear,JJ
she's,she's,2533.2,2533.52,21styear,NN
looking,looking,2533.52,2534.13,21styear,VBG
stops,stops,2534.49,2535.03,21styear,NNS
in,in,2535.03,2535.15,21styear,IN
front,front,2535.15,2535.33,21styear,NN
of,of,2535.33,2535.41,21styear,IN
the,the,2535.41,2535.46,21styear,DT
pregnancy,pregnancy,2535.46,2536.01,21styear,NN
tests,tests,2536.01,2536.5600000000004,21styear,VBZ
She,she,2536.83,2537.07,21styear,PRP
can't,can't,2537.07,2537.4,21styear,JJ
keep,keep,2537.4,2537.62,21styear,VB
ignoring,ignoring,2537.619999,2538.079999,21styear,VBG
the,the,2538.08,2538.19,21styear,DT
facts,facts,2538.190001,2538.870001,21styear,NNS
The,the,2539.3,2539.4300000000003,21styear,DT
test,test,2539.43,2539.81,21styear,NN
sits,sits,2539.81,2540.21,21styear,VBZ
alone,alone,2540.22,2540.58,21styear,RB
in,in,2540.58,2540.67,21styear,IN
her,her,2540.68,2540.8,21styear,PRP$
basket,basket,2540.8,2541.4700000000003,21styear,NN
At,at,2542.04,2542.19,21styear,IN
the,the,2542.19,2542.26,21styear,DT
cashier's,cashier's,2542.26,2543.09,21styear,NN
she,she,2543.14,2543.38,21styear,PRP
opens,opens,2543.38,2543.76,21styear,VBZ
her,her,2543.76,2543.8700000000003,21styear,PRP$
purse,purse,2543.87,2544.45,21styear,NN
and,and,2544.49,2544.65,21styear,CC
Margaret's,margaret's,2544.65,2545.15,21styear,NNP
face,face,2545.15,2545.58,21styear,NN
stares,stares,2545.59,2546.17,21styear,NNS
at,at,2546.17,2546.29,21styear,IN
her,her,2546.29,2546.5,21styear,PRP
from,from,2546.5,2546.66,21styear,IN
the,the,2546.66,2546.76,21styear,DT
flier,flier,2546.76,2547.44,21styear,NN
Haunted,haunted,2547.71,2548.29,21styear,NNP
Clara,clara,2548.29,2548.67,21styear,NNP
walks,walks,2548.67,2549.01,21styear,VBD
the,the,2549.01,2549.1200000000003,21styear,DT
half,half,2549.12,2549.38,21styear,NN
block,block,2549.38,2549.71,21styear,NN
back,back,2549.71,2549.92,21styear,RB
to,to,2549.92,2550.06,21styear,TO
her,her,2550.059999,2550.229999,21styear,PRP$
hotel,hotel,2550.23,2550.88,21styear,NN
Excuse,excuse,2551.549999,2552.039999,21styear,IN
me,me,2552.059999,2552.229999,21styear,PRP
Miss,miss,2552.23,2552.64,21styear,VBP
The,the,2552.7,2552.86,21styear,DT
employees,employees,2552.86,2553.32,21styear,NNS
at,at,2553.32,2553.4500000000003,21styear,IN
reception,reception,2553.45,2554.11,21styear,NN
surround,surround,2554.17,2554.62,21styear,VBD
her,her,2554.619999,2554.709999,21styear,PRP
with,with,2554.709999,2554.889999,21styear,IN
an,an,2554.889999,2554.959999,21styear,DT
afterglow,<unk>,2554.969999,2555.259999,21styear,NN
of,of,2555.5,2555.65,21styear,IN
pity,pity,2555.65,2556.14,21styear,NN
Someone's,someone's,2556.799999,2557.189999,21styear,NNP
waiting,waiting,2557.189999,2557.579999,21styear,VBG
for,for,2557.58,2557.73,21styear,IN
you,you,2557.73,2557.87,21styear,PRP
at,at,2557.87,2557.98,21styear,IN
the,the,2557.98,2558.07,21styear,DT
bar,bar,2558.07,2558.69,21styear,NN
Gary's,<unk>,2559.68,2559.71,21styear,NNP
father,father,2559.71,2560.05,21styear,NN
stands,stands,2560.05,2560.4700000000003,21styear,VBZ
up,up,2560.47,2560.92,21styear,RP
A,a,2561.18,2561.3,21styear,DT
businessman,businessman,2561.3,2562.07,21styear,NN
he,he,2562.07,2562.19,21styear,PRP
cuts,cuts,2562.19,2562.48,21styear,VBZ
to,to,2562.48,2562.62,21styear,TO
the,the,2562.62,2562.73,21styear,DT
chase,chase,2562.73,2563.33,21styear,NN
I,i,2563.7,2563.85,21styear,PRP
had,had,2563.85,2563.95,21styear,VBD
Gary's,<unk>,2564.389999,2564.399999,21styear,NNP
correspondence,correspondence,2564.41,2565.15,21styear,NN
forwarded,forwarded,2565.15,2565.58,21styear,VBD
to,to,2565.58,2565.69,21styear,TO
me,me,2565.69,2566.05,21styear,PRP
I,i,2566.19,2566.33,21styear,PRP
found,found,2566.33,2566.59,21styear,VBD
a,a,2566.59,2566.6400000000003,21styear,DT
letter,letter,2566.639999,2566.989999,21styear,NN
from,from,2566.99,2567.14,21styear,IN
a,a,2567.139999,2567.199999,21styear,DT
lawyer,lawyer,2567.2,2567.57,21styear,NN
you,you,2567.57,2567.75,21styear,PRP
hired,hired,2567.75,2568.29,21styear,VBD
Zimmler,<unk>,2568.37,2569.01,21styear,NNP
is,is,2569.07,2569.23,21styear,VBZ
that,that,2569.23,2569.47,21styear,IN
right,right,2569.469999,2569.979999,21styear,JJ
Gary's,<unk>,2570.74,2570.75,21styear,NNP
father,father,2570.75,2571.1,21styear,NN
is,is,2571.099999,2571.209999,21styear,VBZ
shaking,shaking,2571.21,2571.82,21styear,VBG
She's,she's,2572.24,2572.5,21styear,NNP
been,been,2572.5,2572.65,21styear,VBN
dreading,dreading,2572.65,2573.04,21styear,VBG
these,these,2573.039999,2573.269999,21styear,DT
words,words,2573.27,2573.84,21styear,NNS
Fooling,fooling,2574.129999,2574.579999,21styear,VBG
me,me,2574.58,2574.73,21styear,PRP
and,,,,21styear,CC
my,my,2574.83,2574.98,21styear,PRP$
wife,wife,2574.98,2575.28,21styear,NN
in,in,2575.28,2575.3900000000003,21styear,IN
our,our,2575.39,2575.54,21styear,PRP$
grief,grief,2575.54,2576.14,21styear,NN
I,i,2576.41,2576.53,21styear,PRP
don't,don't,2576.53,2576.7200000000003,21styear,VBP
want,want,2576.72,2576.86,21styear,JJ
to,to,2576.86,2576.9300000000003,21styear,TO
see,see,2576.93,2577.12,21styear,VB
you,you,2577.12,2577.27,21styear,PRP
again,again,2577.27,2577.74,21styear,RB
you,you,2577.87,2578.04,21styear,PRP
go,go,2578.04,2578.23,21styear,VBP
back,back,2578.25,2578.53,21styear,RB
to,to,2578.53,2578.67,21styear,TO
LA,,,,21styear,NNP
as,as,2579.01,2579.15,21styear,IN
you,you,2579.16,2579.28,21styear,PRP
planned,planned,2579.28,2579.9700000000003,21styear,VBD
It,it,2580.27,2580.4,21styear,PRP
all,all,2580.4,2580.5,21styear,DT
makes,makes,2580.5,2580.72,21styear,VBZ
sense,sense,2580.72,2581.1,21styear,NN
now,now,2581.13,2581.5,21styear,RB
You,you,2581.63,2581.78,21styear,PRP
don't,,,,21styear,VBP
give,,,,21styear,VB
a,,,,21styear,DT
damn,damn,2582.28,2582.7900000000004,21styear,NN
Clara,clara,2583.59,2583.9700000000003,21styear,NNP
sits,sits,2583.98,2584.32,21styear,VBZ
down,down,2584.32,2584.6800000000003,21styear,RB
Too,too,2584.679999,2584.849999,21styear,NNP
exhausted,exhausted,2584.849999,2585.499999,21styear,VBD
to,to,2585.5,2585.6,21styear,TO
cry,cry,2585.599999,2586.189999,21styear,VB
The,the,2586.639999,2586.759999,21styear,DT
hotel,hotel,2586.759999,2587.199999,21styear,NN
clerk,clerk,2587.2,2587.51,21styear,NN
brings,brings,2587.509999,2587.799999,21styear,VBZ
her,her,2587.799999,2587.899999,21styear,PRP$
a,a,2587.9,2587.9500000000003,21styear,DT
glass,glass,2587.95,2588.28,21styear,NN
of,of,2588.28,2588.4500000000003,21styear,IN
red,red,2588.45,2588.7,21styear,JJ
wine,wine,2588.7,2589.27,21styear,NN
On,on,2589.759999,2589.959999,21styear,IN
the,the,2589.96,2590.05,21styear,DT
house,house,2590.049999,2590.739999,21styear,NN
and,and,2590.9,2591.05,21styear,CC
she,she,2591.049999,2591.159999,21styear,PRP
can,can,2591.16,2591.32,21styear,MD
feel,feel,2591.32,2591.6600000000003,21styear,VB
his,his,2591.66,2591.85,21styear,PRP$
compassion,compassion,2591.86,2592.6,21styear,NN
Steven,steven,2598.26,2598.6600000000003,21styear,NNP
opens,opens,2598.66,2598.99,21styear,VBZ
the,the,2598.99,2599.09,21styear,DT
door,door,2599.09,2599.36,21styear,NN
of,of,2599.36,2599.48,21styear,IN
his,his,2599.48,2599.62,21styear,PRP$
office,office,2599.62,2599.99,21styear,NN
to,to,2599.99,2600.11,21styear,TO
lead,lead,2600.11,2600.35,21styear,VB
out,out,2600.349999,2600.459999,21styear,RP
a,a,2600.46,2600.54,21styear,DT
patient,patient,2600.54,2601.01,21styear,NN
and,and,2601.01,2601.0400000000004,21styear,CC
Clara's,<unk>,2601.66,2601.67,21styear,NNP
right,right,2601.679999,2601.979999,21styear,RB
there,there,2601.98,2602.42,21styear,RB
waiting,waiting,2602.76,2603.09,21styear,VBG
on,on,2603.09,2603.19,21styear,IN
the,the,2603.19,2603.28,21styear,DT
soft,soft,2603.28,2603.63,21styear,JJ
maroon,maroon,2603.63,2604.04,21styear,NN
couch,couch,2604.04,2604.7,21styear,NN
For,for,2605.34,2605.4700000000003,21styear,IN
one,one,2605.469999,2605.699999,21styear,CD
crazy,crazy,2605.7,2606.05,21styear,NN
double,double,2606.049999,2606.329999,21styear,JJ
take,take,2606.33,2606.61,21styear,VB
moment,moment,2606.61,2606.9100000000003,21styear,NN
he,he,2606.92,2607.07,21styear,PRP
thinks,,,,21styear,VBZ
Is,,,,21styear,VBZ
she,she,2607.809999,2608.009999,21styear,PRP
here,here,2608.01,2608.2200000000003,21styear,RB
because,because,2608.219999,2608.529999,21styear,IN
I,i,2608.529999,2608.589999,21styear,PRP
never,never,2608.59,2608.86,21styear,RB
answer,answer,2608.859999,2609.229999,21styear,VBP
her,her,2609.23,2609.38,21styear,PRP$
letters,letters,2609.379999,2610.0499990000003,21styear,NNS
He,he,2610.529999,2610.669999,21styear,PRP
waves,waves,2610.67,2610.96,21styear,VBZ
her,her,2610.969999,2611.129999,21styear,PRP$
in,in,2611.13,2611.37,21styear,IN
on,on,2611.38,2611.54,21styear,IN
a,a,2611.54,2611.61,21styear,DT
reflex,reflex,2611.61,2612.3700000000003,21styear,JJ
What,what,2613.12,2613.37,21styear,WP
Clara,clara,2613.37,2613.73,21styear,NNP
notices,notices,2613.73,2614.51,21styear,VBZ
his,his,2614.74,2615.0,21styear,PRP$
weight,weight,2615.0,2615.39,21styear,NN
and,and,2615.47,2615.65,21styear,CC
sad,sad,2615.65,2615.99,21styear,JJ
eyes,eyes,2616.01,2616.63,21styear,NNS
The,the,2617.74,2617.86,21styear,DT
room,room,2617.86,2618.05,21styear,NN
is,is,2618.05,2618.21,21styear,VBZ
padded,padded,2618.21,2618.61,21styear,VBN
with,with,2618.61,2618.73,21styear,IN
sound,sound,2618.73,2619.06,21styear,JJ
insulation,insulation,2619.059999,2619.909999,21styear,NN
I,i,2620.33,2620.47,21styear,PRP
know,know,2620.469999,2620.729999,21styear,VBP
about,about,2620.73,2621.06,21styear,IN
Margaret,margaret,2621.059999,2621.549999,21styear,NNP
she,she,2621.55,2621.71,21styear,PRP
whispers,<unk>,2621.71,2622.38,21styear,VBZ
She's,she's,2622.5,2622.81,21styear,NNP
missing,missing,2622.809999,2623.409999,21styear,VBG
The,the,2624.259999,2624.369999,21styear,DT
chair,chair,2624.37,2624.69,21styear,NN
is,is,2624.69,2624.84,21styear,VBZ
uncomfortable,uncomfortable,2624.9700000000003,2625.7000000000003,21styear,JJ
No,no,2626.289999,2626.8199990000003,21styear,RB
he,he,2626.949999,2627.099999,21styear,PRP
says,says,2627.1,2627.48,21styear,VBZ
in,in,2627.49,2627.61,21styear,IN
the,the,2627.609999,2627.709999,21styear,DT
detached,detached,2627.709999,2628.179999,21styear,JJ
voice,voice,2628.18,2628.42,21styear,NN
of,of,2628.42,2628.55,21styear,IN
a,a,2628.559999,2628.5899990000003,21styear,DT
therapist,therapist,2628.59,2629.34,21styear,NN
Margaret,margaret,2629.62,2630.01,21styear,NNP
is,is,2630.01,2630.1400000000003,21styear,VBZ
not,not,2630.15,2630.36,21styear,RB
missing,missing,2630.36,2630.74,21styear,VBG
Margaret,margaret,2630.77,2631.12,21styear,NNP
is,is,2631.12,2631.25,21styear,VBZ
dead,dead,2631.25,2631.75,21styear,JJ
His,his,2632.21,2632.4,21styear,PRP$
hands,hands,2632.4,2632.79,21styear,NNS
flex,flex,2632.79,2633.14,21styear,VBP
an,an,2633.14,2633.26,21styear,DT
anger,anger,2633.26,2633.55,21styear,NN
management,management,2633.55,2634.1400000000003,21styear,NN
foam,foam,2634.14,2634.5,21styear,NN
tube,tube,2634.5,2634.98,21styear,NN
When,when,2635.89,2636.04,21styear,WRB
Clara,clara,2636.04,2636.39,21styear,NNP
starts,starts,2636.389999,2636.809999,21styear,VBZ
crying,crying,2636.809999,2637.239999,21styear,VBG
there's,there's,2637.24,2637.45,21styear,VB
no,no,2637.45,2637.67,21styear,DT
end,end,2637.67,2637.96,21styear,NN
to,to,2637.96,2638.07,21styear,TO
the,the,2638.07,2638.1800000000003,21styear,DT
tears,tears,2638.179999,2638.889999,21styear,NNS
He,he,2639.37,2639.47,21styear,PRP
wants,wants,2639.469999,2639.779999,21styear,VBZ
her,her,2639.78,2639.88,21styear,PRP$
to,to,2639.88,2640.03,21styear,TO
stay,stay,2640.03,2640.38,21styear,VB
but,but,2640.38,2640.52,21styear,CC
she,she,2640.52,2640.67,21styear,PRP
apologizes,<unk>,2640.67,2641.44,21styear,VBZ
Later,later,2641.91,2642.4,21styear,RB
she,she,2642.42,2642.62,21styear,PRP
says,says,2642.62,2643.01,21styear,VBZ
I'm,i'm,2643.049999,2643.279999,21styear,NNP
so,so,2643.28,2643.51,21styear,IN
sorry,sorry,2643.509999,2644.079999,21styear,JJ
Let,let,2644.279999,2644.449999,21styear,VB
me,me,2644.449999,2644.559999,21styear,PRP
gather,gather,2644.559999,2644.879999,21styear,VB
myself,myself,2644.879999,2645.629999,21styear,PRP
Clara,clara,2646.24,2646.53,21styear,NNP
scrambles,<unk>,2646.53,2647.09,21styear,NNS
in,in,2647.11,2647.21,21styear,IN
her,her,2647.22,2647.35,21styear,PRP$
