Word,word_gentle,onset,offset,PoS,transcript,lemma,word,blankTR,onset_addblankTR,offset_addblankTR
to,to,2284.719999,2284.829999,TO,21styear,to,to,0,2284.719999,2284.829999
keep,keep,2284.83,2285.16,VB,21styear,keep,keep,0,2284.83,2285.16
it,it,2285.16,2285.36,PRP,21styear,it,it,0,2285.16,2285.36
I'll,i'll,2285.959999,2286.109999,JJ,21styear,i'll,i'll,0,2285.959999,2286.109999
run,run,2286.109999,2286.279999,VB,21styear,run,run,0,2286.109999,2286.279999
us,us,2286.279999,2286.409999,PRP,21styear,u,us,0,2286.279999,2286.409999
a,a,2286.41,2286.46,DT,21styear,a,a,0,2286.41,2286.46
thousand,thousand,2286.459999,2286.849999,NN,21styear,thousand,thousand,0,2286.459999,2286.849999
copies,copies,2286.85,2287.33,NNS,21styear,copy,copies,0,2286.85,2287.33
ok,ok,2287.33,2287.96,VBP,21styear,ok,ok,0,2287.33,2287.96
Clara,clara,2288.0,2288.36,NN,21styear,clara,clara,0,2288.0,2288.36
says,says,2288.36,2288.59,VBZ,21styear,say,says,0,2288.36,2288.59
softly,softly,2288.59,2289.28,RB,21styear,softly,softly,0,2288.59,2289.28
The,the,2289.9,2290.04,DT,21styear,the,the,0,2289.9,2290.04
successful,successful,2290.04,2290.74,JJ,21styear,successful,successful,0,2290.04,2290.74
fliers,fliers,2290.74,2291.41,NNS,21styear,flier,fliers,0,2290.74,2291.41
make,make,2291.44,2291.68,VBP,21styear,make,make,0,2291.44,2291.68
you,you,2291.68,2291.78,PRP,21styear,you,you,0,2291.68,2291.78
care,care,2291.78,2292.6000000000004,VB,21styear,care,care,0,2291.78,2292.6000000000004
Gary's,<unk>,2293.36,2293.46,JJ,21styear,gary's,gary's,0,2293.36,2293.46
mom,mom,2293.46,2293.81,NN,21styear,mom,mom,0,2293.46,2293.81
locks,locks,2293.82,2294.1800000000003,NNS,21styear,lock,locks,0,2293.82,2294.1800000000003
eyes,eyes,2294.179999,2294.469999,NNS,21styear,eye,eyes,0,2294.179999,2294.469999
with,with,2294.48,2294.62,IN,21styear,with,with,0,2294.48,2294.62
her,her,2294.62,2294.76,PRP$,21styear,her,her,0,2294.62,2294.76
daughter,daughter,2294.76,2295.1400000000003,NN,21styear,daughter,daughter,0,2294.76,2295.1400000000003
in,in,2295.139999,2295.269999,IN,21styear,in,in,0,2295.139999,2295.269999
law,law,2295.27,2295.6,NN,21styear,law,law,0,2295.27,2295.6
We,we,2296.099999,2296.259999,PRP,21styear,we,we,0,2296.099999,2296.259999
need,need,2296.26,2296.63,VBP,21styear,need,need,0,2296.26,2296.63
people,people,2296.63,2297.03,NNS,21styear,people,people,0,2296.63,2297.03
to,to,2297.03,2297.2000000000003,TO,21styear,to,to,0,2297.03,2297.2000000000003
care,care,2297.2,2297.86,VB,21styear,care,care,0,2297.2,2297.86
Clara,clara,2304.18,2304.53,JJ,21styear,clara,clara,0,2304.18,2304.53
glances,glances,2304.53,2305.02,NNS,21styear,glance,glances,0,2304.53,2305.02
at,at,2305.02,2305.1,IN,21styear,at,at,0,2305.02,2305.1
Gary's,,,,JJ,21styear,gary's,gary's,0,,
mom,mom,2305.55,2305.9,NN,21styear,mom,mom,0,2305.55,2305.9
a,a,2305.93,2306.02,DT,21styear,a,a,0,2305.93,2306.02
few,few,2306.02,2306.26,JJ,21styear,few,few,0,2306.02,2306.26
steps,steps,2306.26,2306.6400000000003,NNS,21styear,step,steps,0,2306.26,2306.6400000000003
ahead,ahead,2306.64,2307.14,RB,21styear,ahead,ahead,0,2306.64,2307.14
scouting,scouting,2307.14,2307.68,VBG,21styear,scouting,scouting,0,2307.14,2307.68
out,out,2307.68,2307.84,RP,21styear,out,out,0,2307.68,2307.84
bulletin,bulletin,2307.84,2308.25,NN,21styear,bulletin,bulletin,0,2307.84,2308.25
boards,boards,2308.25,2308.9,NNS,21styear,board,boards,0,2308.25,2308.9
Her,her,2309.31,2309.5,PRP$,21styear,her,her,0,2309.31,2309.5
own,own,2309.5,2309.71,JJ,21styear,own,own,0,2309.5,2309.71
mother's,mother's,2309.71,2309.99,JJ,21styear,mother's,mother's,0,2309.71,2309.99
voice,voice,2309.99,2310.28,NN,21styear,voice,voice,0,2309.99,2310.28
comes,comes,2310.28,2310.5600000000004,VBZ,21styear,come,comes,0,2310.28,2310.5600000000004
through,through,2310.56,2310.69,IN,21styear,through,through,0,2310.56,2310.69
the,the,2310.69,2310.82,DT,21styear,the,the,0,2310.69,2310.82
cell,cell,2310.82,2311.3500000000004,NN,21styear,cell,cell,0,2310.82,2311.3500000000004
clear,clear,2311.45,2311.81,JJ,21styear,clear,clear,0,2311.45,2311.81
with,with,2311.81,2312.0,IN,21styear,with,with,0,2311.81,2312.0
purpose,purpose,2312.0,2312.46,JJ,21styear,purpose,purpose,0,2312.0,2312.46
as,as,2312.47,2312.7,IN,21styear,a,as,0,2312.47,2312.7
always,always,2312.71,2313.38,RB,21styear,always,always,0,2312.71,2313.38
I'm,i'm,2313.74,2313.86,VBZ,21styear,i'm,i'm,0,2313.74,2313.86
going,going,2313.92,2314.15,VBG,21styear,going,going,0,2313.92,2314.15
to,to,2314.15,2314.23,TO,21styear,to,to,0,2314.15,2314.23
ask,ask,2314.23,2314.51,VB,21styear,ask,ask,0,2314.23,2314.51
you,you,2314.51,2314.61,PRP,21styear,you,you,0,2314.51,2314.61
again,again,2314.61,2314.9500000000003,RB,21styear,again,again,0,2314.61,2314.9500000000003
Have,have,2314.96,2315.11,VBP,21styear,have,have,0,2314.96,2315.11
you,you,2315.11,2315.2000000000003,PRP,21styear,you,you,0,2315.11,2315.2000000000003
told,told,2315.2,2315.45,VBN,21styear,told,told,0,2315.2,2315.45
them,them,2315.45,2315.6,PRP,21styear,them,them,0,2315.45,2315.6
about,,,,IN,21styear,about,about,0,,
Gary's,<unk>,2316.12,2316.25,NN,21styear,gary's,gary's,0,2316.12,2316.25
debts,debts,2316.28,2316.78,NNS,21styear,debt,debts,0,2316.28,2316.78
Mom,mom,2317.13,2317.58,VBP,21styear,mom,mom,0,2317.13,2317.58
please,please,2317.62,2318.44,JJ,21styear,please,please,0,2317.62,2318.44
He's,he's,2318.79,2319.09,NN,21styear,he's,he's,0,2318.79,2319.09
dead,dead,2319.13,2319.52,JJ,21styear,dead,dead,0,2319.13,2319.52
Clara,clara,2319.52,2320.07,NN,21styear,clara,clara,0,2319.52,2320.07
That,that,2320.16,2320.38,IN,21styear,that,that,0,2320.16,2320.38
boy's,boy's,2320.379999,2320.6799990000004,JJ,21styear,boy's,boy's,0,2320.379999,2320.6799990000004
luck,luck,2320.68,2320.86,NN,21styear,luck,luck,0,2320.68,2320.86
is,is,2320.869999,2321.019999,VBZ,21styear,is,is,0,2320.869999,2321.019999
over,over,2321.02,2321.35,IN,21styear,over,over,0,2321.02,2321.35
And,and,2321.35,2321.53,CC,21styear,and,and,0,2321.35,2321.53
you're,you're,2321.529999,2321.689999,JJ,21styear,you're,you're,0,2321.529999,2321.689999
stuck,stuck,2321.699999,2322.119999,VBN,21styear,stuck,stuck,0,2321.699999,2322.119999
with,with,2322.119999,2322.269999,IN,21styear,with,with,0,2322.119999,2322.269999
all,all,2322.27,2322.45,DT,21styear,all,all,0,2322.27,2322.45
of,of,2322.45,2322.54,IN,21styear,of,of,0,2322.45,2322.54
his,his,2322.54,2322.71,PRP$,21styear,his,his,0,2322.54,2322.71
debts,debts,2322.71,2323.28,NNS,21styear,debt,debts,0,2322.71,2323.28
They,they,2323.59,2323.7200000000003,PRP,21styear,they,they,0,2323.59,2323.7200000000003
don't,don't,2323.72,2323.89,VBP,21styear,don't,don't,0,2323.72,2323.89
know,know,2323.9,2324.2000000000003,VB,21styear,know,know,0,2323.9,2324.2000000000003
about,about,2324.2,2324.46,IN,21styear,about,about,0,2324.2,2324.46
the,the,2324.46,2324.55,DT,21styear,the,the,0,2324.46,2324.55
pending,pending,2324.55,2324.92,VBG,21styear,pending,pending,0,2324.55,2324.92
divorce,divorce,2324.92,2325.63,NN,21styear,divorce,divorce,0,2324.92,2325.63
Think,think,2325.86,2326.08,VBP,21styear,think,think,0,2325.86,2326.08
about,about,2326.09,2326.33,IN,21styear,about,about,0,2326.09,2326.33
the,the,2326.33,2326.45,DT,21styear,the,the,0,2326.33,2326.45
rest,rest,2326.45,2326.69,NN,21styear,rest,rest,0,2326.45,2326.69
of,of,2326.69,2326.85,IN,21styear,of,of,0,2326.69,2326.85
your,your,2326.85,2327.0,PRP$,21styear,your,your,0,2326.85,2327.0
life,life,2327.0,2327.41,NN,21styear,life,life,0,2327.0,2327.41
says,says,2327.41,2327.68,VBZ,21styear,say,says,0,2327.41,2327.68
her,her,2327.68,2327.8,PRP$,21styear,her,her,0,2327.68,2327.8
mother,mother,2327.8,2328.25,NN,21styear,mother,mother,0,2327.8,2328.25
They,they,2328.48,2328.67,PRP,21styear,they,they,0,2328.48,2328.67
got,got,2328.67,2328.92,VBD,21styear,got,got,0,2328.67,2328.92
money,money,2328.92,2329.4,NN,21styear,money,money,0,2328.92,2329.4
You,you,2329.42,2329.71,PRP,21styear,you,you,0,2329.42,2329.71
don't,don't,2329.72,2330.32,VBP,21styear,don't,don't,0,2329.72,2330.32
In,in,2330.82,2330.94,IN,21styear,in,in,0,2330.82,2330.94
the,the,2330.94,2331.03,DT,21styear,the,the,0,2330.94,2331.03
distance,distance,2331.03,2331.5,NN,21styear,distance,distance,0,2331.03,2331.5
Gary's,<unk>,2331.5,2331.95,NN,21styear,gary's,gary's,0,2331.5,2331.95
mother,mother,2331.95,2332.23,NN,21styear,mother,mother,0,2331.95,2332.23
is,is,2332.23,2332.38,VBZ,21styear,is,is,0,2332.23,2332.38
fighting,fighting,2332.38,2332.73,VBG,21styear,fighting,fighting,0,2332.38,2332.73
with,with,2332.73,2332.86,IN,21styear,with,with,0,2332.73,2332.86
a,a,2332.86,2332.9100000000003,DT,21styear,a,a,0,2332.86,2332.9100000000003
janitor,janitor,2332.91,2333.54,NN,21styear,janitor,janitor,0,2332.91,2333.54
I,i,2333.719999,2333.839999,NN,21styear,i,i,0,2333.719999,2333.839999
got,got,2333.84,2333.98,VBD,21styear,got,got,0,2333.84,2333.98
to,to,2333.98,2334.07,TO,21styear,to,to,0,2333.98,2334.07
go,go,2334.07,2334.4100000000003,VB,21styear,go,go,0,2334.07,2334.4100000000003
Clara,clara,2334.429999,2334.729999,JJ,21styear,clara,clara,0,2334.429999,2334.729999
blurts,<unk>,2334.73,2335.2,NNS,21styear,blurts,blurts,0,2334.73,2335.2
and,and,2335.24,2335.41,CC,21styear,and,and,0,2335.24,2335.41
she,she,2335.41,2335.54,PRP,21styear,she,she,0,2335.41,2335.54
runs,runs,2335.54,2336.04,VBZ,21styear,run,runs,0,2335.54,2336.04
This,this,2336.41,2336.7,DT,21styear,this,this,0,2336.41,2336.7
bulletin,bulletin,2336.7,2337.13,NN,21styear,bulletin,bulletin,0,2336.7,2337.13
board,board,2337.13,2337.4,NN,21styear,board,board,0,2337.13,2337.4
is,is,2337.4,2337.53,VBZ,21styear,is,is,0,2337.4,2337.53
just,just,2337.53,2337.76,RB,21styear,just,just,0,2337.53,2337.76
for,for,2337.759999,2337.849999,IN,21styear,for,for,0,2337.759999,2337.849999
the,the,2337.849999,2337.979999,DT,21styear,the,the,0,2337.849999,2337.979999
church,church,2337.99,2338.59,NN,21styear,church,church,0,2337.99,2338.59
the,the,2338.59,2338.7000000000003,DT,21styear,the,the,0,2338.59,2338.7000000000003
janitor,janitor,2338.699999,2339.139999,NN,21styear,janitor,janitor,0,2338.699999,2339.139999
yells,yells,2339.139999,2339.639999,NNS,21styear,yell,yells,0,2339.139999,2339.639999
Enough,enough,2339.83,2340.2,RB,21styear,enough,enough,0,2339.83,2340.2
is,is,2340.199999,2340.309999,VBZ,21styear,is,is,0,2340.199999,2340.309999
enough,enough,2340.31,2340.73,JJ,21styear,enough,enough,0,2340.31,2340.73
I,i,2340.73,2340.82,NN,21styear,i,i,0,2340.73,2340.82
clean,clean,2340.84,2341.04,VBP,21styear,clean,clean,0,2340.84,2341.04
up,up,2341.04,2341.13,IN,21styear,up,up,0,2341.04,2341.13
these,these,2341.13,2341.31,DT,21styear,these,these,0,2341.13,2341.31
fliers,fliers,2341.31,2341.73,NNS,21styear,flier,fliers,0,2341.31,2341.73
every,every,2341.75,2342.02,DT,21styear,every,every,0,2341.75,2342.02
day,day,2342.02,2342.32,NN,21styear,day,day,0,2342.02,2342.32
These,these,2342.32,2342.56,DT,21styear,these,these,0,2342.32,2342.56
people,people,2342.6,2343.12,NNS,21styear,people,people,0,2342.6,2343.12
are,are,2343.13,2343.31,VBP,21styear,are,are,0,2343.13,2343.31
dead,dead,2343.31,2343.98,JJ,21styear,dead,dead,0,2343.31,2343.98
Clara,clara,2344.32,2344.75,NN,21styear,clara,clara,0,2344.32,2344.75
finds,finds,2344.75,2345.07,VBZ,21styear,find,finds,0,2344.75,2345.07
herself,herself,2345.07,2345.4500000000003,PRP,21styear,herself,herself,0,2345.07,2345.4500000000003
screaming,screaming,2345.45,2346.13,VBG,21styear,screaming,screaming,0,2345.45,2346.13
It's,it's,2346.14,2346.34,VB,21styear,it's,it's,0,2346.14,2346.34
her,her,2346.34,2346.48,PRP$,21styear,her,her,0,2346.34,2346.48
son,son,2346.51,2347.07,NN,21styear,son,son,0,2346.51,2347.07
have,have,2347.11,2347.35,VBP,21styear,have,have,0,2347.11,2347.35
a,a,2347.35,2347.44,DT,21styear,a,a,0,2347.35,2347.44
heart,heart,2347.44,2348.1,NN,21styear,heart,heart,0,2347.44,2348.1
and,and,2348.44,2348.63,CC,21styear,and,and,0,2348.44,2348.63
then,then,2348.63,2348.78,RB,21styear,then,then,0,2348.63,2348.78
she,,,,PRP,21styear,she,she,0,,
suddenly,suddenly,2348.97,2349.45,RB,21styear,suddenly,suddenly,0,2348.97,2349.45
sees,sees,2349.45,2349.82,VBZ,21styear,see,sees,0,2349.45,2349.82
it,it,2349.82,2350.1400000000003,PRP,21styear,it,it,0,2349.82,2350.1400000000003
A,a,2350.5,2350.64,DT,21styear,a,a,0,2350.5,2350.64
missing,missing,2350.639999,2351.119999,VBG,21styear,missing,missing,0,2350.639999,2351.119999
flier,flier,2351.12,2351.8,NN,21styear,flier,flier,0,2351.12,2351.8
discarded,discarded,2351.92,2352.79,VBN,21styear,discarded,discarded,0,2351.92,2352.79
on,on,2352.82,2353.01,IN,21styear,on,on,0,2352.82,2353.01
the,the,2353.009999,2353.109999,DT,21styear,the,the,0,2353.009999,2353.109999
ground,ground,2353.11,2353.75,NN,21styear,ground,ground,0,2353.11,2353.75
It's,it's,2354.16,2354.39,NN,21styear,it's,it's,0,2354.16,2354.39
Margaret's,margaret's,2354.41,2354.99,NN,21styear,margaret's,margaret's,0,2354.41,2354.99
face,face,2354.99,2355.65,NN,21styear,face,face,0,2354.99,2355.65
xeroxed,xeroxed,2355.9,2356.4500000000003,VBD,21styear,xeroxed,xeroxed,0,2355.9,2356.4500000000003
a,a,2356.449999,2356.509999,DT,21styear,a,a,0,2356.449999,2356.509999
few,few,2356.51,2356.71,JJ,21styear,few,few,0,2356.51,2356.71
too,too,2356.709999,2356.899999,RB,21styear,too,too,0,2356.709999,2356.899999
many,many,2356.9,2357.1600000000003,JJ,21styear,many,many,0,2356.9,2357.1600000000003
times,times,2357.16,2357.96,NNS,21styear,time,times,0,2357.16,2357.96
Any,any,2358.4,2358.71,DT,21styear,any,any,0,2358.4,2358.71
information,information,2358.709999,2359.619999,NN,21styear,information,information,0,2358.709999,2359.619999
please,please,2359.719999,2360.069999,NN,21styear,please,please,0,2359.719999,2360.069999
call,call,2360.099999,2360.699999,NN,21styear,call,call,0,2360.099999,2360.699999
Clara,clara,2361.21,2361.61,NN,21styear,clara,clara,0,2361.21,2361.61
picks,picks,2361.61,2361.9,VBZ,21styear,pick,picks,0,2361.61,2361.9
up,up,2361.9,2362.05,RP,21styear,up,up,0,2361.9,2362.05
the,the,2362.09,2362.19,DT,21styear,the,the,0,2362.09,2362.19
flier,flier,2362.19,2362.89,NN,21styear,flier,flier,0,2362.19,2362.89
She,she,2363.36,2363.55,PRP,21styear,she,she,0,2363.36,2363.55
looks,looks,2363.55,2363.79,VBZ,21styear,look,looks,0,2363.55,2363.79
at,,,,IN,21styear,at,at,0,,
Margaret,margaret,2363.93,2364.53,JJ,21styear,margaret,margaret,0,2363.93,2364.53
black,black,2365.0,2365.33,JJ,21styear,black,black,0,2365.0,2365.33
dress,dress,2365.35,2365.95,NN,21styear,dress,dress,0,2365.35,2365.95
and,and,2366.0,2366.21,CC,21styear,and,and,0,2366.0,2366.21
white,white,2366.21,2366.44,JJ,21styear,white,white,0,2366.21,2366.44
pearls,pearls,2366.44,2367.11,NN,21styear,pearl,pearls,0,2366.44,2367.11
and,and,2367.17,2367.35,CC,21styear,and,and,0,2367.17,2367.35
her,her,2367.349999,2367.479999,PRP$,21styear,her,her,0,2367.349999,2367.479999
elegance,elegance,2367.49,2368.36,NN,21styear,elegance,elegance,0,2367.49,2368.36
Mother,mother,2368.809999,2369.219999,NN,21styear,mother,mother,0,2368.809999,2369.219999
and,and,2369.219999,2369.419999,CC,21styear,and,and,0,2369.219999,2369.419999
wife,wife,2369.42,2369.85,NN,21styear,wife,wife,0,2369.42,2369.85
says,says,2369.86,2370.31,VBZ,21styear,say,says,0,2369.86,2370.31
the,the,2370.32,2370.44,DT,21styear,the,the,0,2370.32,2370.44
flier,flier,2370.44,2371.1,NN,21styear,flier,flier,0,2370.44,2371.1
Please,please,2371.49,2372.2,NN,21styear,please,please,0,2371.49,2372.2
Call,call,2372.86,2373.58,VB,21styear,call,call,0,2372.86,2373.58
Sasha,sasha,2379.24,2379.41,JJ,21styear,sasha,sasha,0,2379.24,2379.41
stares,stares,2379.58,2380.05,NNS,21styear,stare,stares,0,2379.58,2380.05
at,at,2380.05,2380.15,IN,21styear,at,at,0,2380.05,2380.15
Alexander,alexander,2380.15,2381.05,NN,21styear,alexander,alexander,0,2380.15,2381.05
as,as,2381.1,2381.23,IN,21styear,a,as,0,2381.1,2381.23
if,if,2381.23,2381.33,IN,21styear,if,if,0,2381.23,2381.33
staring,staring,2381.34,2381.79,NN,21styear,staring,staring,0,2381.34,2381.79
at,at,2381.79,2381.9,IN,21styear,at,at,0,2381.79,2381.9
prey,prey,2381.9,2382.53,FW,21styear,prey,prey,0,2381.9,2382.53
A,a,2382.87,2382.98,DT,21styear,a,a,0,2382.87,2382.98
plastic,plastic,2382.98,2383.56,NN,21styear,plastic,plastic,0,2382.98,2383.56
zip,zip,2383.56,2383.83,NN,21styear,zip,zip,0,2383.56,2383.83
lock,lock,2383.83,2384.1,NN,21styear,lock,lock,0,2383.83,2384.1
bag,bag,2384.099999,2384.509999,NN,21styear,bag,bag,0,2384.099999,2384.509999
with,with,2384.52,2384.7,IN,21styear,with,with,0,2384.52,2384.7
Margaret's,margaret's,2384.7,2385.13,JJ,21styear,margaret's,margaret's,0,2384.7,2385.13
purple,purple,2385.13,2385.5,JJ,21styear,purple,purple,0,2385.13,2385.5
toothbrush,toothbrush,2385.5,2386.27,NN,21styear,toothbrush,toothbrush,0,2385.5,2386.27
lies,lies,2386.29,2386.66,VBZ,21styear,lie,lies,0,2386.29,2386.66
on,on,2386.66,2386.74,IN,21styear,on,on,0,2386.66,2386.74
the,the,2386.74,2386.83,DT,21styear,the,the,0,2386.74,2386.83
bistro,bistro,2386.83,2387.21,NN,21styear,bistro,bistro,0,2386.83,2387.21
table,table,2387.21,2387.57,NN,21styear,table,table,0,2387.21,2387.57
between,between,2387.57,2388.06,IN,21styear,between,between,0,2387.57,2388.06
them,them,2388.059999,2388.469999,PRP,21styear,them,them,0,2388.059999,2388.469999
I,i,2388.759999,2388.879999,VBP,21styear,i,i,0,2388.759999,2388.879999
want,want,2388.88,2389.15,VBP,21styear,want,want,0,2388.88,2389.15
you,you,2389.15,2389.24,PRP,21styear,you,you,0,2389.15,2389.24
to,to,2389.24,2389.34,TO,21styear,to,to,0,2389.24,2389.34
go,go,2389.34,2389.5,VB,21styear,go,go,0,2389.34,2389.5
to,to,2389.5,2389.6,TO,21styear,to,to,0,2389.5,2389.6
the,the,2389.599999,2389.689999,DT,21styear,the,the,0,2389.599999,2389.689999
morgue,morgue,2389.69,2390.12,NN,21styear,morgue,morgue,0,2389.69,2390.12
and,and,2390.12,2390.3,CC,21styear,and,and,0,2390.12,2390.3
give,give,2390.299999,2390.549999,VB,21styear,give,give,0,2390.299999,2390.549999
this,this,2390.549999,2390.779999,DT,21styear,this,this,0,2390.549999,2390.779999
for,for,2390.79,2390.9,IN,21styear,for,for,0,2390.79,2390.9
the,the,2390.9,2391.01,DT,21styear,the,the,0,2390.9,2391.01
DNA,<unk>,2391.009999,2391.529999,NN,21styear,dna,dna,0,2391.009999,2391.529999
sample,sample,2391.54,2392.15,NN,21styear,sample,sample,0,2391.54,2392.15
she,she,2392.17,2392.39,PRP,21styear,she,she,0,2392.17,2392.39
says,says,2392.389999,2392.869999,VBZ,21styear,say,says,0,2392.389999,2392.869999
You,you,2392.93,2393.15,PRP,21styear,you,you,0,2392.93,2393.15
owe,owe,2393.219999,2393.439999,VBP,21styear,owe,owe,0,2393.219999,2393.439999
this,this,2393.440001,2393.670001,DT,21styear,this,this,0,2393.440001,2393.670001
to,to,2393.699999,2393.829999,TO,21styear,to,to,0,2393.699999,2393.829999
Margaret,margaret,2393.83,2394.41,VB,21styear,margaret,margaret,0,2393.83,2394.41
You,you,2394.5,2394.66,PRP,21styear,you,you,0,2394.5,2394.66
have,have,2394.67,2394.99,VBP,21styear,have,have,0,2394.67,2394.99
to,to,2394.99,2395.08,TO,21styear,to,to,0,2394.99,2395.08
be,be,2395.09,2395.2200000000003,VB,21styear,be,be,0,2395.09,2395.2200000000003
part,part,2395.22,2395.41,NN,21styear,part,part,0,2395.22,2395.41
of,of,2395.41,2395.53,IN,21styear,of,of,0,2395.41,2395.53
trying,trying,2395.53,2395.78,VBG,21styear,trying,trying,0,2395.53,2395.78
to,to,2395.78,2395.8700000000003,TO,21styear,to,to,0,2395.78,2395.8700000000003
find,find,2395.87,2396.27,VB,21styear,find,find,0,2395.87,2396.27
her,her,2396.27,2396.61,PRP$,21styear,her,her,0,2396.27,2396.61
Alexander,alexander,2396.94,2397.65,NN,21styear,alexander,alexander,0,2396.94,2397.65
sighs,<unk>,2397.65,2398.19,VBZ,21styear,sigh,sighs,0,2397.65,2398.19
he,he,2398.67,2398.87,PRP,21styear,he,he,0,2398.67,2398.87
looks,looks,2398.87,2399.17,VBZ,21styear,look,looks,0,2398.87,2399.17
so,so,2399.18,2399.42,RB,21styear,so,so,0,2399.18,2399.42
much,much,2399.42,2399.73,JJ,21styear,much,much,0,2399.42,2399.73
older,older,2399.73,2400.38,JJR,21styear,older,older,0,2399.73,2400.38
You,you,2400.65,2400.9500000000003,PRP,21styear,you,you,0,2400.65,2400.9500000000003
take,take,2400.95,2401.24,VBP,21styear,take,take,0,2400.95,2401.24
it,it,2401.24,2401.38,PRP,21styear,it,it,0,2401.24,2401.38
in,in,2401.38,2401.56,IN,21styear,in,in,0,2401.38,2401.56
Sasha,sasha,2401.57,2402.01,NN,21styear,sasha,sasha,0,2401.57,2402.01
She,she,2402.01,2402.2000000000003,PRP,21styear,she,she,0,2402.01,2402.2000000000003
was,was,2402.2,2402.39,VBD,21styear,wa,was,0,2402.2,2402.39
your,your,2402.389999,2402.649999,PRP$,21styear,your,your,0,2402.389999,2402.649999
mom,mom,2402.65,2403.28,NN,21styear,mom,mom,0,2402.65,2403.28
She,she,2404.11,2404.35,PRP,21styear,she,she,0,2404.11,2404.35
leans,leans,2404.349999,2404.679999,VBZ,21styear,lean,leans,0,2404.349999,2404.679999
in,in,2404.679999,2405.099999,IN,21styear,in,in,0,2404.679999,2405.099999
all,all,2405.17,2405.33,DT,21styear,all,all,0,2405.17,2405.33
she,she,2405.33,2405.48,PRP,21styear,she,she,0,2405.33,2405.48
wants,wants,2405.48,2405.78,VBZ,21styear,want,wants,0,2405.48,2405.78
is,is,2405.78,2405.92,VBZ,21styear,is,is,0,2405.78,2405.92
to,to,2405.92,2406.05,TO,21styear,to,to,0,2405.92,2406.05
